?item	?itemLabel	?termLabel	?constituencyLabel	?partyLabel	?start	?electionLabel	?end	?causeLabel
Q577024	Jesse Norman	56th United Kingdom Parliament	Hereford and South Herefordshire	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q577227	Caroline Nokes	56th United Kingdom Parliament	Romsey and Southampton North	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q577362	Sarah Newton	56th United Kingdom Parliament	Truro and Falmouth	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q577771	Bob Neill	56th United Kingdom Parliament	Bromley and Chislehurst	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q578037	Lisa Nandy	56th United Kingdom Parliament	Wigan	Labour Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q578234	Andrew Murrison	56th United Kingdom Parliament	South West Wiltshire	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q578272	Sheryll Murray	56th United Kingdom Parliament	South East Cornwall	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q578432	Ian Murray	56th United Kingdom Parliament	Edinburgh South	Labour Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q579661	David Mowat	56th United Kingdom Parliament	Warrington South	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q580086	James Morris	56th United Kingdom Parliament	Halesowen and Rowley Regis	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q580215	Grahame Morris	56th United Kingdom Parliament	Easington	Labour Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q580247	David Morris	56th United Kingdom Parliament	Morecambe and Lunesdale	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q580321	Anne Marie Morris	56th United Kingdom Parliament	Newton Abbot	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q580375	Nicky Morgan	56th United Kingdom Parliament	Loughborough	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q580431	Jessica Morden	56th United Kingdom Parliament	Newport East	Labour Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q580464	Penny Mordaunt	56th United Kingdom Parliament	Portsmouth North	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q580784	Anne Milton	56th United Kingdom Parliament	Guildford	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q580847	Nigel Mills	56th United Kingdom Parliament	Amber Valley	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q581095	Kerry McCarthy	56th United Kingdom Parliament	Bristol East	Labour Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q583571	Alasdair McDonnell	56th United Kingdom Parliament	Belfast South	Social Democratic and Labour Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q583750	Mark Menzies	56th United Kingdom Parliament	Fylde	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q583906	Ian Mearns	56th United Kingdom Parliament	Gateshead	Labour Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q583946	Alan Meale	56th United Kingdom Parliament	Mansfield	Labour Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q583993	Michael Meacher	56th United Kingdom Parliament	Oldham West and Royton	Labour Party	2015-05-08	United Kingdom general election, 2015	2015-10-20	death in office
Q584156	Stephen McPartland	56th United Kingdom Parliament	Stevenage	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q6131460	James Cleverly	56th United Kingdom Parliament	Braintree	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q615077	John Healey	56th United Kingdom Parliament	Wentworth and Dearne	Labour Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q6205412	Joan Ryan	56th United Kingdom Parliament	Enfield North	Labour Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q6383803	Keir Starmer	56th United Kingdom Parliament	Holborn and St Pancras	Labour Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q6417459	Kit Malthouse	56th United Kingdom Parliament	North West Hampshire	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q6698469	Lucy Powell	56th United Kingdom Parliament	Manchester Central	Labour Co-operative	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q673322	Chris Heaton-Harris	56th United Kingdom Parliament	Daventry	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q673525	Gordon Henderson	56th United Kingdom Parliament	Sittingbourne and Sheppey	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q673628	Mark Hendrick	56th United Kingdom Parliament	Preston	Labour Co-operative	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q673854	Stephen Hepburn	56th United Kingdom Parliament	Jarrow	Labour Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q676383	Sylvia Hermon	56th United Kingdom Parliament	North Down	independent politician	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q676658	Meg Hillier	56th United Kingdom Parliament	Hackney South and Shoreditch	Labour Co-operative	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q676947	Damian Hinds	56th United Kingdom Parliament	East Hampshire	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q6838584	Mickey Brady	56th United Kingdom Parliament	Newry and Armagh	Sinn Féin	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q688913	Margaret Hodge	56th United Kingdom Parliament	Barking	Labour Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q689041	Sharon Hodgson	56th United Kingdom Parliament	Washington and Sunderland West	Labour Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q689166	Kate Hoey	56th United Kingdom Parliament	Vauxhall	Labour Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q689239	George Hollingbery	56th United Kingdom Parliament	Meon Valley	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q689287	Philip Hollobone	56th United Kingdom Parliament	Kettering	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q689348	Adam Holloway	56th United Kingdom Parliament	Gravesham	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q689421	Kelvin Hopkins	56th United Kingdom Parliament	Luton North	Labour Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q689452	Kris Hopkins	56th United Kingdom Parliament	Keighley	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q689514	Stewart Hosie	56th United Kingdom Parliament	Dundee East	Scottish National Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q689546	George Howarth	56th United Kingdom Parliament	Knowsley	Labour Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q689589	Gerald Howarth	56th United Kingdom Parliament	Aldershot	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q689627	John Howell	56th United Kingdom Parliament	Henley	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q689660	Lindsay Hoyle	56th United Kingdom Parliament	Chorley	Labour Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q691064	Tristram Hunt	56th United Kingdom Parliament	Stoke-on-Trent Central	Labour Party	2015-05-08	United Kingdom general election, 2015	2017-01-23	resignation
Q691299	Nick Hurd	56th United Kingdom Parliament	Ruislip, Northwood and Pinner	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q691388	Huw Irranca-Davies	56th United Kingdom Parliament	Ogmore	Labour Party	2015-05-08	United Kingdom general election, 2015	2016-03-24	resignation
Q692315	Daniel Kawczynski	56th United Kingdom Parliament	Shrewsbury and Atcham	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q694639	Alison McGovern	56th United Kingdom Parliament	Wirral South	Labour Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q694676	Pat McFadden	56th United Kingdom Parliament	Wolverhampton South East	Labour Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q694695	John McDonnell	56th United Kingdom Parliament	Hayes and Harlington	Labour Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q694759	Siobhain McDonagh	56th United Kingdom Parliament	Mitcham and Morden	Labour Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q694811	Karl McCartney	56th United Kingdom Parliament	Lincoln	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q694825	Jason McCartney	56th United Kingdom Parliament	Colne Valley	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q694869	Steve McCabe	56th United Kingdom Parliament	Birmingham Selly Oak	Labour Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q694881	Paul Maynard	56th United Kingdom Parliament	Blackpool North and Cleveleys	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q694929	Paul Maskey	56th United Kingdom Parliament	Belfast West	Sinn Féin	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q694967	John Mann	56th United Kingdom Parliament	Bassetlaw	Labour Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q694984	Seema Malhotra	56th United Kingdom Parliament	Feltham and Heston	Labour Co-operative	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q694996	Anne Main	56th United Kingdom Parliament	St Albans	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q695007	Shabana Mahmood	56th United Kingdom Parliament	Birmingham Ladywood	Labour Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q695028	Khalid Mahmood	56th United Kingdom Parliament	Birmingham Perry Barr	Labour Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q695047	Fiona Mactaggart	56th United Kingdom Parliament	Slough	Labour Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q695092	Angus MacNeil	56th United Kingdom Parliament	Na h-Eileanan an Iar	Scottish National Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q695147	Karen Lumley	56th United Kingdom Parliament	Redditch	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q695197	Ian Lucas	56th United Kingdom Parliament	Wrexham	Labour Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q695228	Tim Loughton	56th United Kingdom Parliament	East Worthing and Shoreham	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q695241	Jonathan Lord	56th United Kingdom Parliament	Woking	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q695257	Jack Lopresti	56th United Kingdom Parliament	Filton and Bradley Stoke	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q7174603	Peter Heaton-Jones	56th United Kingdom Parliament	North Devon	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q727276	Stewart Jackson	56th United Kingdom Parliament	Peterborough	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q727347	Margot James	56th United Kingdom Parliament	Stourbridge	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q727587	Dan Jarvis	56th United Kingdom Parliament	Barnsley Central	Labour Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q727798	Sajid Javid	56th United Kingdom Parliament	Bromsgrove	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q727852	Bernard Jenkin	56th United Kingdom Parliament	Harwich and North Essex	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q727933	Diana Johnson	56th United Kingdom Parliament	Kingston upon Hull North	Labour Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q727981	Gareth Johnson	56th United Kingdom Parliament	Dartford	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q728063	Jo Johnson	56th United Kingdom Parliament	Orpington	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q728119	Andrew Jones	56th United Kingdom Parliament	Harrogate and Knaresborough	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q728167	David Jones	56th United Kingdom Parliament	Clwyd West	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q728202	Graham Jones	56th United Kingdom Parliament	Hyndburn	Labour Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q7340341	Rob Marris	56th United Kingdom Parliament	Wolverhampton South West	Labour Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q7380182	Rupa Huq	56th United Kingdom Parliament	Ealing Central and Acton	Labour Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q7422176	Sarah Champion	56th United Kingdom Parliament	Rotherham	Labour Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q748837	David Lidington	56th United Kingdom Parliament	Aylesbury	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q748955	Ian Liddell-Grainger	56th United Kingdom Parliament	Bridgwater and West Somerset	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q749612	Julian Lewis	56th United Kingdom Parliament	New Forest East	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q749659	Ivan Lewis	56th United Kingdom Parliament	Bury South	Labour Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q749687	Brandon Lewis	56th United Kingdom Parliament	Great Yarmouth	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q749759	Chris Leslie	56th United Kingdom Parliament	Nottingham East	Labour Co-operative	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q749793	Charlotte Leslie	56th United Kingdom Parliament	Bristol North West	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q749980	Edward Leigh	56th United Kingdom Parliament	Gainsborough	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q750018	Jeremy Lefroy	56th United Kingdom Parliament	Stafford	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q750061	Phillip Lee	56th United Kingdom Parliament	Bracknell	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q750091	Andrea Leadsom	56th United Kingdom Parliament	South Northamptonshire	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q750129	Ian Lavery	56th United Kingdom Parliament	Wansbeck	Labour Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q750135	Pauline Latham	56th United Kingdom Parliament	Mid Derbyshire	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q750161	Mark Lancaster	56th United Kingdom Parliament	Milton Keynes North	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q750179	Norman Lamb	56th United Kingdom Parliament	North Norfolk	Liberal Democrats	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q750188	Eleanor Laing	56th United Kingdom Parliament	Epping Forest	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q750204	Kwasi Kwarteng	56th United Kingdom Parliament	Spelthorne	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q750219	Greg Knight	56th United Kingdom Parliament	East Yorkshire	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q750228	Simon Kirby	56th United Kingdom Parliament	Brighton Kemptown	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q750260	Liz Kendall	56th United Kingdom Parliament	Leicester West	Labour Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q750293	Barbara Keeley	56th United Kingdom Parliament	Worsley and Eccles South	Labour Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q750345	Gerald Kaufman	56th United Kingdom Parliament	Manchester Gorton	Labour Party	2015-05-08	United Kingdom general election, 2015	2017-02-26	death in office
Q750381	Susan Elan Jones	56th United Kingdom Parliament	Clwyd South	Labour Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q750398	Marcus Jones	56th United Kingdom Parliament	Nuneaton	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q750411	Kevan Jones	56th United Kingdom Parliament	North Durham	Labour Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q750421	Helen Jones	56th United Kingdom Parliament	Warrington North	Labour Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q7609085	Stephen Doughty	56th United Kingdom Parliament	Cardiff South and Penarth	Labour Co-operative	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q7613711	Steve Reed	56th United Kingdom Parliament	Croydon North	Labour Co-operative	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q7815715	Tom Elliott	56th United Kingdom Parliament	Fermanagh and South Tyrone	Ulster Unionist Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q7831699	Tracy Brabin	56th United Kingdom Parliament	Batley and Spen	Labour Party	2016-10-20	Batley and Spen by-election, 2016	2017-05-03	dissolution of parliament
Q7852071	Tulip Siddiq	56th United Kingdom Parliament	Hampstead and Kilburn	Labour Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q7926595	Victoria Borwick	56th United Kingdom Parliament	Kensington	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q7983764	Wes Streeting	56th United Kingdom Parliament	Ilford North	Labour Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q10652	Alex Salmond	56th United Kingdom Parliament	Gordon	Scottish National Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q19831	Peter Lilley	56th United Kingdom Parliament	Hitchin and Harpenden	Conservative Party	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
Q9670	Caroline Lucas	56th United Kingdom Parliament	Brighton Pavilion	Green Party of England and Wales	2015-05-08	United Kingdom general election, 2015	2017-05-03	dissolution of parliament
